sentence_id,word_id,word,nFix,FFD,GPT,TRT,fixProp
0,0,carlucci,28.397565922920887,4.642973378911344,6.190631171881792,10.343593776216284,94.11764705882352
0,1,was,12.981744421906694,3.534384646329064,5.26397713283052,4.565347909671447,76.47058823529412
0,2,deputy,25.152129817444216,5.8097812134235465,9.926356879051838,9.145250594825374,100.0
0,3,defense,20.28397565922921,5.2615513369167735,8.09245516825927,8.359292718771416,88.23529411764706
0,4,secretary,17.849898580121703,4.135982032938266,4.507128807741524,5.68606562182246,88.23529411764706
0,5,from,12.981744421906694,4.429503338501626,5.169371092194396,5.295512479709228,82.35294117647058
0,7,until,11.359026369168356,3.2166053816282347,3.968602114889738,3.786667421358729,64.70588235294117
0,9,national,19.47261663286004,3.694487176636352,8.643110840679789,6.894111986868359,82.35294117647058
0,10,security,20.28397565922921,4.252420236798112,6.098450927159414,7.313774679946552,94.11764705882352
0,11,advisor,13.79310344827586,3.6726550134126303,4.296084563245554,4.689063501272533,76.47058823529412
0,12,from,8.924949290060852,2.7508525661888523,2.7508525661888523,2.7508525661888523,64.70588235294117
0,14,until,6.490872210953347,2.2826739548357238,3.199624810232008,2.7823879130675606,41.17647058823529
0,16,and,8.924949290060852,2.76783313758508,2.932787259719861,2.932787259719861,58.82352941176471
0,17,defense,14.604462474645027,4.412522767105399,5.606014356668816,5.606014356668816,76.47058823529412
0,18,secretary,12.170385395537524,3.017690116700998,4.135982032938266,3.60473272782772,70.58823529411765
0,19,in,2.4340770791075053,0.6452617130566444,0.6452617130566444,0.6452617130566444,17.647058823529413
0,21,following,16.227180527383368,4.247568644970618,6.003844886523289,5.3779895407766185,88.23529411764706
0,22,the,2.4340770791075053,0.5288235091967989,0.5288235091967989,0.5288235091967989,17.647058823529413
0,23,resignation,21.90669371196754,4.504703011827777,7.667940883353583,7.532096312183763,94.11764705882352
0,24,of,3.2454361054766734,1.030963263342383,1.030963263342383,1.030963263342383,23.52941176470588
0,26,his,5.679513184584178,2.093461873563474,2.093461873563474,2.093461873563474,41.17647058823529
0,27,nomination,18.66125760649087,4.407671175277906,6.404101212291508,6.702474109682363,82.35294117647058
0,28,by,3.2454361054766734,0.6937776313315801,0.9994279164636748,0.9994279164636748,17.647058823529413
0,29,president,12.981744421906694,4.024395420905914,5.137835745315687,5.251848153261786,70.58823529411765
0,30,ronald,14.604462474645027,3.582900564603999,4.582328481067674,4.376135828399198,82.35294117647058
0,31,reagan,11.359026369168356,2.784813708981308,2.9958579534772776,2.9958579534772776,76.47058823529412
0,32,and,4.8681541582150105,1.6737991804852803,1.6737991804852803,1.6737991804852803,35.294117647058826
0,33,his,11.359026369168356,3.214179585714488,4.48772244043155,3.478591340312888,70.58823529411765
0,34,confirmation,21.90669371196754,4.395542195709172,6.36528847767156,7.153672149639265,100.0
0,35,in,0.8113590263691683,0.1431219589110602,0.1431219589110602,0.1431219589110602,5.88235294117647
